order_id,date_id,order_date,customer_id,product_id,quantity,unit_price,discount,amount,channel,pay_status
30,336,2025-12-02,1965,169,1,110.2,1.0,110.2,线上APP,已支付
30,336,2025-12-02,1965,80,3,3491.75,1.0,10475.25,线上APP,已支付
31,390,2026-01-25,420,121,1,1512.18,1.0,1512.18,线上APP,已支付
32,239,2025-08-27,41,93,1,1443.61,0.95,1371.43,线上APP,已支付
32,239,2025-08-27,41,61,1,125.55,1.0,125.55,线上APP,已支付
33,232,2025-08-20,1933,155,1,21.66,0.85,18.41,线上APP,已支付
33,232,2025-08-20,1933,35,1,6738.89,0.95,6401.95,线上APP,已支付
34,267,2025-09-24,1028,171,1,115.29,0.95,109.53,线上APP,已支付
34,267,2025-09-24,1028,58,1,111.75,0.95,106.16,线上APP,已支付
35,193,2025-07-12,1891,67,3,733.22,0.9,1979.69,线下门店,已支付
36,489,2026-05-04,131,149,1,61.04,1.0,61.04,线上APP,已支付
36,489,2026-05-04,131,144,2,426.85,1.0,853.7,线上APP,已退款
36,489,2026-05-04,131,11,1,7794.87,0.95,7405.13,线上APP,已支付
37,365,2025-12-31,1397,104,1,6997.43,1.0,6997.43,第三方平台,已支付
37,365,2025-12-31,1397,162,1,21.26,0.8,17.01,第三方平台,已支付
37,365,2025-12-31,1397,100,1,7641.08,1.0,7641.08,第三方平台,已支付
37,365,2025-12-31,1397,1,2,6464.79,0.95,12283.1,第三方平台,已支付
38,273,2025-09-30,1700,163,2,101.17,1.0,202.34,线下门店,已退款
38,273,2025-09-30,1700,192,3,3258.97,0.95,9288.06,线下门店,已支付
38,273,2025-09-30,1700,10,2,6775.92,1.0,13551.84,线下门店,已支付
39,392,2026-01-27,1930,62,1,124.31,0.95,118.09,线上APP,已支付
40,370,2026-01-05,1967,110,3,3861.1,1.0,11583.3,线下门店,已支付
40,370,2026-01-05,1967,145,1,62.18,1.0,62.18,线下门店,已支付
40,370,2026-01-05,1967,121,2,1512.18,0.85,2570.71,线下门店,已支付
41,174,2025-06-23,1772,13,1,6590.84,1.0,6590.84,线上APP,已支付
41,174,2025-06-23,1772,40,1,417.22,0.9,375.5,线上APP,已支付
42,49,2025-02-18,229,70,2,780.24,0.9,1404.43,第三方平台,已退款
42,49,2025-02-18,229,1,1,6464.79,1.0,6464.79,第三方平台,已支付
42,49,2025-02-18,229,184,1,23.4,1.0,23.4,第三方平台,已支付
43,378,2026-01-13,826,180,1,3403.3,1.0,3403.3,线上APP,已支付
44,468,2026-04-13,1873,44,1,415.27,0.9,373.74,线下门店,已支付
44,468,2026-04-13,1873,140,2,426.37,0.85,724.83,线下门店,已支付
44,468,2026-04-13,1873,169,2,110.2,1.0,220.4,线下门店,已支付
44,468,2026-04-13,1873,173,1,3452.4,1.0,3452.4,线下门店,已支付
45,230,2025-08-18,235,106,1,7690.55,1.0,7690.55,线下门店,已支付
46,270,2025-09-27,1010,125,2,1362.24,1.0,2724.48,线下门店,已退款
47,287,2025-10-14,1685,153,4,55.53,1.0,222.12,线下门店,已支付
47,287,2025-10-14,1685,117,1,3607.96,0.9,3247.16,线下门店,已支付
47,287,2025-10-14,1685,118,1,1600.98,0.9,1440.88,线下门店,已支付
47,287,2025-10-14,1685,149,3,61.04,1.0,183.12,线下门店,已支付
48,348,2025-12-14,238,32,2,7030.82,1.0,14061.64,线下门店,已支付
49,349,2025-12-15,1151,126,2,1606.61,0.8,2570.58,小程序,已支付
50,454,2026-03-30,58,83,2,401.06,0.9,721.91,线上APP,已支付
51,521,2026-06-05,1034,51,2,222.74,0.9,400.93,小程序,已支付
51,521,2026-06-05,1034,140,1,426.37,1.0,426.37,小程序,已支付
51,521,2026-06-05,1034,186,1,25.04,1.0,25.04,小程序,未支付
52,488,2026-05-03,1372,51,2,222.74,1.0,445.48,第三方平台,已退款
52,488,2026-05-03,1372,134,1,1317.09,0.9,1185.38,第三方平台,已支付
52,488,2026-05-03,1372,185,2,23.05,1.0,46.1,第三方平台,已支付
53,522,2026-06-06,816,181,3,23.82,0.9,64.31,小程序,未支付
53,522,2026-06-06,816,75,1,3519.19,1.0,3519.19,小程序,已支付
53,522,2026-06-06,816,11,1,7794.87,0.9,7015.38,小程序,已支付
54,479,2026-04-24,1070,173,1,3452.4,0.9,3107.16,小程序,已支付
55,512,2026-05-27,352,179,1,3518.77,1.0,3518.77,线上APP,已退款
55,512,2026-05-27,352,165,2,108.87,0.9,195.97,线上APP,已支付
56,61,2025-03-02,365,29,1,6438.7,1.0,6438.7,线下门店,已支付
57,327,2025-11-23,1385,60,2,120.54,0.95,229.03,小程序,已支付
57,327,2025-11-23,1385,54,1,226.36,0.85,192.41,小程序,已支付
58,422,2026-02-26,1031,6,1,7730.22,0.9,6957.2,第三方平台,已支付
58,422,2026-02-26,1031,88,1,469.24,0.95,445.78,第三方平台,已支付
58,422,2026-02-26,1031,63,1,101.62,0.7,71.13,第三方平台,已支付
58,422,2026-02-26,1031,196,3,3894.11,1.0,11682.33,第三方平台,已支付
59,498,2026-05-13,771,2,1,7182.03,0.9,6463.83,小程序,已退款
60,511,2026-05-26,1517,78,1,3280.79,1.0,3280.79,线上APP,已支付
61,285,2025-10-12,1160,193,1,3208.35,0.9,2887.51,线上APP,已支付
61,285,2025-10-12,1160,90,1,449.25,0.95,426.79,线上APP,已支付
62,426,2026-03-02,982,164,2,118.95,0.9,214.11,第三方平台,已支付
63,465,2026-04-10,1896,170,1,124.53,0.85,105.85,线上APP,已支付
63,465,2026-04-10,1896,1,1,6464.79,0.85,5495.07,线上APP,已支付
63,465,2026-04-10,1896,192,1,3258.97,0.9,2933.07,线上APP,已支付
64,430,2026-03-06,529,193,3,3208.35,0.95,9143.8,小程序,已支付
65,539,2026-06-23,851,37,1,416.75,0.9,375.07,小程序,已支付
65,539,2026-06-23,851,109,2,3327.08,0.9,5988.74,小程序,已支付
65,539,2026-06-23,851,169,1,110.2,1.0,110.2,小程序,已支付
65,539,2026-06-23,851,105,1,7133.42,1.0,7133.42,小程序,已支付
65,539,2026-06-23,851,115,1,3023.73,0.85,2570.17,小程序,已支付
66,179,2025-06-28,925,184,1,23.4,0.95,22.23,线上APP,已支付
67,314,2025-11-10,1518,105,2,7133.42,1.0,14266.84,小程序,已支付
68,135,2025-05-15,984,197,1,3895.9,1.0,3895.9,第三方平台,已退款
68,135,2025-05-15,984,54,2,226.36,1.0,452.72,第三方平台,已支付
69,485,2026-04-30,1156,106,1,7690.55,0.9,6921.49,线下门店,已支付
70,484,2026-04-29,1612,62,4,124.31,1.0,497.24,第三方平台,未支付
70,484,2026-04-29,1612,187,1,21.13,0.95,20.07,第三方平台,已支付
71,341,2025-12-07,702,114,1,3642.34,0.95,3460.22,小程序,已支付
72,127,2025-05-07,1237,98,1,1683.81,0.95,1599.62,线下门店,已支付
72,127,2025-05-07,1237,75,3,3519.19,1.0,10557.57,线下门店,未支付
73,538,2026-06-22,121,21,2,22.63,0.9,40.73,小程序,已支付
74,360,2025-12-26,660,75,1,3519.19,1.0,3519.19,线上APP,已支付
75,428,2026-03-04,1408,27,1,24.77,0.9,22.29,线下门店,已支付
75,428,2026-03-04,1408,29,1,6438.7,1.0,6438.7,线下门店,已支付
75,428,2026-03-04,1408,190,1,3870.55,0.7,2709.38,线下门店,已支付
75,428,2026-03-04,1408,131,1,1666.61,0.9,1499.95,线下门店,已支付
76,133,2025-05-13,1728,146,1,56.2,0.9,50.58,小程序,已支付
76,133,2025-05-13,1728,45,4,422.06,1.0,1688.24,小程序,已退款
76,133,2025-05-13,1728,8,1,6485.67,1.0,6485.67,小程序,已支付
77,443,2026-03-19,347,53,1,202.21,0.85,171.88,小程序,已支付
78,338,2025-12-04,275,187,1,21.13,0.95,20.07,线上APP,已支付
79,262,2025-09-19,1697,111,1,3634.34,0.85,3089.19,线上APP,已支付
80,332,2025-11-28,1733,59,1,121.93,1.0,121.93,线上APP,已支付
81,513,2026-05-28,1721,185,1,23.05,0.95,21.9,线下门店,已支付
82,237,2025-08-25,1953,59,1,121.93,1.0,121.93,线上APP,未支付
83,388,2026-01-23,1503,182,1,22.73,0.8,18.18,线上APP,已支付
84,430,2026-03-06,1050,95,2,1455.44,1.0,2910.88,线上APP,已支付
85,453,2026-03-29,1833,84,1,432.88,0.9,389.59,线上APP,已支付
85,453,2026-03-29,1833,3,4,6057.54,1.0,24230.16,线上APP,已支付
85,453,2026-03-29,1833,162,2,21.26,0.95,40.39,线上APP,已支付
86,417,2026-02-21,660,113,1,3423.36,0.9,3081.02,线上APP,已支付
87,477,2026-04-22,252,186,2,25.04,1.0,50.08,第三方平台,已支付
88,410,2026-02-14,27,9,2,6210.05,0.9,11178.09,线下门店,已支付
88,410,2026-02-14,27,190,2,3870.55,1.0,7741.1,线下门店,已支付
89,334,2025-11-30,1689,150,2,61.43,0.9,110.57,线上APP,已支付
89,334,2025-11-30,1689,189,3,24.89,0.9,67.2,线上APP,已支付
90,197,2025-07-16,1050,198,2,3240.69,0.9,5833.24,小程序,已支付
90,197,2025-07-16,1050,16,1,7067.56,0.9,6360.8,小程序,已支付
90,197,2025-07-16,1050,7,4,7762.07,1.0,31048.28,小程序,已支付
91,246,2025-09-03,224,165,1,108.87,0.95,103.43,线上APP,已退款
91,246,2025-09-03,224,48,2,218.82,1.0,437.64,线上APP,已支付
92,500,2026-05-15,1726,92,2,1685.96,1.0,3371.92,第三方平台,已支付
92,500,2026-05-15,1726,68,1,725.47,0.95,689.2,第三方平台,已支付
93,463,2026-04-08,1512,182,1,22.73,0.9,20.46,线上APP,已支付
94,192,2025-07-11,1349,17,3,7027.96,1.0,21083.88,线下门店,已支付
95,239,2025-08-27,1268,187,2,21.13,0.95,40.15,小程序,已支付
95,239,2025-08-27,1268,35,1,6738.89,0.9,6065.0,小程序,已支付
96,335,2025-12-01,1449,170,1,124.53,0.95,118.3,线下门店,已支付
96,335,2025-12-01,1449,99,1,1377.58,0.9,1239.82,线下门店,已支付
97,274,2025-10-01,1904,58,1,111.75,0.9,100.58,第三方平台,已退款
97,274,2025-10-01,1904,163,1,101.17,0.9,91.05,第三方平台,已支付
98,537,2026-06-21,1642,15,1,6523.96,1.0,6523.96,线上APP,已支付
98,537,2026-06-21,1642,144,1,426.85,0.9,384.17,线上APP,已支付
99,461,2026-04-06,1480,39,1,483.55,0.7,338.49,线上APP,已支付
100,360,2025-12-26,1933,103,1,6892.34,0.9,6203.11,小程序,已退款
101,454,2026-03-30,751,199,5,25.08,0.8,100.32,线下门店,已支付
101,454,2026-03-30,751,29,1,6438.7,0.9,5794.83,线下门店,已支付
102,363,2025-12-29,365,168,2,111.73,0.7,156.42,小程序,已支付
103,419,2026-02-23,1566,6,1,7730.22,0.8,6184.18,线下门店,已支付
103,419,2026-02-23,1566,199,2,25.08,0.9,45.14,线下门店,未支付
103,419,2026-02-23,1566,136,1,482.17,0.95,458.06,线下门店,已支付
104,512,2026-05-27,1020,184,1,23.4,1.0,23.4,第三方平台,已支付
105,469,2026-04-14,1221,13,2,6590.84,1.0,13181.68,线下门店,已支付
106,462,2026-04-07,914,93,2,1443.61,0.9,2598.5,线下门店,已支付
106,462,2026-04-07,914,13,1,6590.84,0.7,4613.59,线下门店,未支付
107,441,2026-03-17,1050,80,2,3491.75,0.85,5935.97,第三方平台,已支付
107,441,2026-03-17,1050,20,1,24.8,0.95,23.56,第三方平台,已支付
107,441,2026-03-17,1050,150,1,61.43,0.9,55.29,第三方平台,已支付
107,441,2026-03-17,1050,147,2,62.18,0.9,111.92,第三方平台,未支付
108,243,2025-08-31,576,31,2,6663.77,0.95,12661.16,线下门店,已支付
109,311,2025-11-07,402,138,1,401.82,0.95,381.73,第三方平台,已支付
109,311,2025-11-07,402,54,1,226.36,0.85,192.41,第三方平台,已支付
110,153,2025-06-02,1190,179,5,3518.77,0.85,14954.77,线下门店,已支付
110,153,2025-06-02,1190,24,1,23.14,1.0,23.14,线下门店,已支付
111,434,2026-03-10,1307,49,3,203.15,1.0,609.45,小程序,已退款
112,516,2026-05-31,1327,115,1,3023.73,0.8,2418.98,小程序,已退款
113,319,2025-11-15,1515,14,1,6036.11,0.85,5130.69,第三方平台,已支付
113,319,2025-11-15,1515,184,3,23.4,0.8,56.16,第三方平台,已支付
114,465,2026-04-10,1824,110,1,3861.1,0.95,3668.04,线下门店,已支付
115,500,2026-05-15,1765,198,3,3240.69,1.0,9722.07,第三方平台,已支付
115,500,2026-05-15,1765,84,5,432.88,0.95,2056.18,第三方平台,已支付
115,500,2026-05-15,1765,20,4,24.8,0.95,94.24,第三方平台,已支付
116,377,2026-01-12,1194,12,2,7688.56,0.9,13839.41,线上APP,已支付
117,471,2026-04-16,1071,30,2,6152.27,0.85,10458.86,线下门店,已支付
117,471,2026-04-16,1071,1,1,6464.79,1.0,6464.79,线下门店,已退款
117,471,2026-04-16,1071,64,2,866.46,0.95,1646.27,线下门店,已支付
118,335,2025-12-01,1076,89,2,485.66,0.95,922.75,线下门店,已支付
118,335,2025-12-01,1076,126,1,1606.61,0.95,1526.28,线下门店,已支付
119,487,2026-05-02,1386,67,3,733.22,1.0,2199.66,线上APP,已支付
119,487,2026-05-02,1386,80,1,3491.75,0.9,3142.58,线上APP,已支付
119,487,2026-05-02,1386,69,3,905.95,0.9,2446.07,线上APP,已支付
120,368,2026-01-03,1551,44,5,415.27,0.9,1868.71,线下门店,已退款
121,440,2026-03-16,1031,88,1,469.24,0.9,422.32,线上APP,已退款
122,359,2025-12-25,1190,5,3,7305.76,0.95,20821.42,线上APP,已支付
122,359,2025-12-25,1190,191,2,3263.99,0.95,6201.58,线上APP,已支付
123,166,2025-06-15,744,136,1,482.17,0.95,458.06,线上APP,已支付
124,392,2026-01-27,1151,160,1,25.84,1.0,25.84,线下门店,已支付
125,287,2025-10-14,173,91,1,1600.68,1.0,1600.68,线下门店,已支付
125,287,2025-10-14,173,49,1,203.15,1.0,203.15,线下门店,已支付
125,287,2025-10-14,173,156,1,22.11,1.0,22.11,线下门店,已支付
125,287,2025-10-14,173,17,1,7027.96,0.9,6325.16,线下门店,已支付
125,287,2025-10-14,173,137,1,433.54,0.85,368.51,线下门店,已支付
126,546,2026-06-30,272,132,1,1625.85,0.85,1381.97,线下门店,已支付
126,546,2026-06-30,272,85,1,484.02,0.95,459.82,线下门店,已支付
126,546,2026-06-30,272,113,1,3423.36,1.0,3423.36,线下门店,已支付
127,531,2026-06-15,1355,41,1,470.4,0.9,423.36,小程序,已支付
128,531,2026-06-15,1157,41,1,470.4,0.7,329.28,线下门店,已支付
128,531,2026-06-15,1157,52,1,209.32,0.7,146.52,线下门店,未支付
128,531,2026-06-15,1157,76,1,3370.38,0.85,2864.82,线下门店,已支付
129,296,2025-10-23,1433,156,1,22.11,0.95,21.0,小程序,已退款
129,296,2025-10-23,1433,105,3,7133.42,0.95,20330.25,小程序,已支付
129,296,2025-10-23,1433,12,1,7688.56,1.0,7688.56,小程序,已支付
130,176,2025-06-25,99,93,2,1443.61,1.0,2887.22,小程序,已支付
130,176,2025-06-25,99,142,1,445.46,0.9,400.91,小程序,已支付
130,176,2025-06-25,99,34,2,6652.32,0.9,11974.18,小程序,已支付
131,536,2026-06-20,1708,148,1,51.73,1.0,51.73,线上APP,已退款
132,271,2025-09-28,24,100,2,7641.08,1.0,15282.16,线上APP,已支付
133,111,2025-04-21,590,101,1,6057.37,0.9,5451.63,线上APP,已支付
133,111,2025-04-21,590,12,5,7688.56,1.0,38442.8,线上APP,已支付
134,520,2026-06-04,771,89,1,485.66,1.0,485.66,第三方平台,已退款
134,520,2026-06-04,771,170,2,124.53,1.0,249.06,第三方平台,已支付
134,520,2026-06-04,771,52,1,209.32,0.95,198.85,第三方平台,已支付
135,507,2026-05-22,882,92,1,1685.96,0.9,1517.36,线下门店,已支付
136,498,2026-05-13,952,71,2,898.78,1.0,1797.56,线上APP,未支付
136,498,2026-05-13,952,82,2,441.65,1.0,883.3,线上APP,已支付
136,498,2026-05-13,952,19,1,24.98,1.0,24.98,线上APP,已支付
136,498,2026-05-13,952,46,1,200.04,1.0,200.04,线上APP,已支付
137,395,2026-01-30,948,90,1,449.25,0.85,381.86,第三方平台,已支付
138,290,2025-10-17,688,52,1,209.32,0.85,177.92,线下门店,已支付
139,418,2026-02-22,1050,131,1,1666.61,0.95,1583.28,小程序,已支付
140,423,2026-02-27,701,49,1,203.15,0.8,162.52,线上APP,已支付
140,423,2026-02-27,701,192,3,3258.97,0.95,9288.06,线上APP,已支付
140,423,2026-02-27,701,82,1,441.65,0.8,353.32,线上APP,已支付
141,312,2025-11-08,682,47,5,258.25,0.95,1226.69,第三方平台,已支付
142,398,2026-02-02,539,112,1,3607.19,1.0,3607.19,线上APP,已支付
142,398,2026-02-02,539,189,1,24.89,1.0,24.89,线上APP,已退款
142,398,2026-02-02,539,58,2,111.75,0.9,201.15,线上APP,未支付
143,532,2026-06-16,853,78,1,3280.79,1.0,3280.79,线上APP,已支付
144,254,2025-09-11,213,191,1,3263.99,1.0,3263.99,小程序,已支付
144,254,2025-09-11,213,127,1,1476.66,0.8,1181.33,小程序,已支付
145,397,2026-02-01,255,23,1,20.17,1.0,20.17,线下门店,已退款
146,388,2026-01-23,1188,151,1,51.37,0.95,48.8,线上APP,已支付
146,388,2026-01-23,1188,40,3,417.22,1.0,1251.66,线上APP,已支付
146,388,2026-01-23,1188,84,4,432.88,0.85,1471.79,线上APP,已支付
147,436,2026-03-12,368,143,1,426.66,1.0,426.66,线上APP,已支付
147,436,2026-03-12,368,122,1,1604.67,0.8,1283.74,线上APP,已支付
147,436,2026-03-12,368,123,1,1365.14,1.0,1365.14,线上APP,已退款
148,222,2025-08-10,1439,2,1,7182.03,0.9,6463.83,线下门店,已支付
148,222,2025-08-10,1439,200,2,24.71,0.85,42.01,线下门店,已支付
149,185,2025-07-04,1906,146,1,56.2,0.9,50.58,线下门店,已支付
150,264,2025-09-21,1127,195,1,3160.2,0.9,2844.18,线上APP,已支付
151,234,2025-08-22,1361,163,4,101.17,0.85,343.98,线上APP,未支付
152,512,2026-05-27,1569,159,1,22.19,1.0,22.19,线上APP,已支付
153,427,2026-03-03,1242,176,1,3157.68,0.9,2841.91,线下门店,已支付
154,305,2025-11-01,821,127,1,1476.66,0.9,1328.99,线上APP,已支付
154,305,2025-11-01,821,102,2,6853.58,0.85,11651.09,线上APP,已退款
154,305,2025-11-01,821,92,1,1685.96,0.8,1348.77,线上APP,已支付
155,363,2025-12-29,1052,156,1,22.11,0.8,17.69,线下门店,已支付
155,363,2025-12-29,1052,43,1,505.2,0.9,454.68,线下门店,已退款
155,363,2025-12-29,1052,115,1,3023.73,1.0,3023.73,线下门店,已退款
156,491,2026-05-06,1541,70,5,780.24,0.85,3316.02,小程序,已支付
156,491,2026-05-06,1541,167,1,114.33,0.9,102.9,小程序,已支付
157,403,2026-02-07,381,141,1,444.13,0.8,355.3,线下门店,已支付
157,403,2026-02-07,381,82,1,441.65,1.0,441.65,线下门店,已退款
158,197,2025-07-16,882,138,1,401.82,0.95,381.73,小程序,已支付
158,197,2025-07-16,882,196,2,3894.11,0.8,6230.58,小程序,已支付
158,197,2025-07-16,882,2,4,7182.03,0.9,25855.31,小程序,已支付
159,505,2026-05-20,129,66,4,787.46,1.0,3149.84,小程序,已支付
160,434,2026-03-10,1966,29,1,6438.7,0.95,6116.76,线下门店,已支付
161,174,2025-06-23,1922,88,1,469.24,0.8,375.39,小程序,已支付
161,174,2025-06-23,1922,105,2,7133.42,1.0,14266.84,小程序,已退款
162,244,2025-09-01,236,136,2,482.17,1.0,964.34,小程序,已支付
163,541,2026-06-25,631,20,1,24.8,0.8,19.84,小程序,已支付
163,541,2026-06-25,631,146,1,56.2,1.0,56.2,小程序,已支付
163,541,2026-06-25,631,177,1,3232.66,0.9,2909.39,小程序,已支付
163,541,2026-06-25,631,31,1,6663.77,0.9,5997.39,小程序,已支付
163,541,2026-06-25,631,102,4,6853.58,1.0,27414.32,小程序,已支付
164,503,2026-05-18,1833,119,1,1387.34,0.9,1248.61,线下门店,已支付
165,340,2025-12-06,1579,142,1,445.46,1.0,445.46,线上APP,已支付
166,399,2026-02-03,364,24,1,23.14,0.9,20.83,线上APP,已支付
166,399,2026-02-03,364,164,1,118.95,0.95,113.0,线上APP,已支付
166,399,2026-02-03,364,69,1,905.95,0.7,634.16,线上APP,未支付
167,387,2026-01-22,277,7,2,7762.07,1.0,15524.14,线下门店,已支付
168,471,2026-04-16,1345,65,1,876.27,1.0,876.27,线上APP,已支付
169,545,2026-06-29,842,25,3,25.07,0.95,71.45,小程序,已支付
169,545,2026-06-29,842,17,1,7027.96,1.0,7027.96,小程序,已支付
169,545,2026-06-29,842,89,1,485.66,1.0,485.66,小程序,已支付
170,346,2025-12-12,987,7,1,7762.07,0.95,7373.97,线下门店,已支付
171,329,2025-11-25,399,30,1,6152.27,0.85,5229.43,小程序,已支付
172,312,2025-11-08,1559,142,1,445.46,0.95,423.19,第三方平台,已支付
173,256,2025-09-13,845,58,2,111.75,0.7,156.45,线上APP,已支付
173,256,2025-09-13,845,93,1,1443.61,1.0,1443.61,线上APP,已支付
173,256,2025-09-13,845,63,1,101.62,0.95,96.54,线上APP,已支付
173,256,2025-09-13,845,178,3,3847.95,1.0,11543.85,线上APP,已支付
173,256,2025-09-13,845,189,2,24.89,0.95,47.29,线上APP,已支付
174,484,2026-04-29,1789,11,1,7794.87,0.9,7015.38,第三方平台,已支付
175,225,2025-08-13,1451,186,1,25.04,1.0,25.04,线上APP,已支付
175,225,2025-08-13,1451,33,3,6339.35,0.85,16165.34,线上APP,已支付
176,418,2026-02-22,73,50,2,219.65,0.8,351.44,线上APP,已支付
177,463,2026-04-08,449,59,1,121.93,0.95,115.83,线下门店,已退款
177,463,2026-04-08,449,112,1,3607.19,0.9,3246.47,线下门店,已支付
177,463,2026-04-08,449,129,3,1540.51,0.95,4390.45,线下门店,已支付
178,505,2026-05-20,542,50,3,219.65,0.85,560.11,小程序,已支付
178,505,2026-05-20,542,193,2,3208.35,0.95,6095.86,小程序,已支付
178,505,2026-05-20,542,34,1,6652.32,1.0,6652.32,小程序,未支付
178,505,2026-05-20,542,106,1,7690.55,0.9,6921.49,小程序,已退款
179,488,2026-05-03,608,45,1,422.06,1.0,422.06,小程序,已支付
180,423,2026-02-27,1113,13,2,6590.84,0.95,12522.6,小程序,已退款
180,423,2026-02-27,1113,111,1,3634.34,0.9,3270.91,小程序,已支付
181,326,2025-11-22,368,25,1,25.07,1.0,25.07,线下门店,已支付
181,326,2025-11-22,368,36,1,7091.8,0.9,6382.62,线下门店,已支付
181,326,2025-11-22,368,5,1,7305.76,0.85,6209.9,线下门店,已支付
182,410,2026-02-14,832,171,4,115.29,0.9,415.04,线上APP,已支付
183,472,2026-04-17,139,110,1,3861.1,0.9,3474.99,线上APP,已支付
184,21,2025-01-21,49,132,2,1625.85,0.8,2601.36,小程序,已支付
184,21,2025-01-21,49,9,5,6210.05,0.9,27945.23,小程序,已支付
184,21,2025-01-21,49,61,3,125.55,0.95,357.82,小程序,已支付
184,21,2025-01-21,49,10,2,6775.92,1.0,13551.84,小程序,已支付
184,21,2025-01-21,49,80,3,3491.75,1.0,10475.25,小程序,已支付
185,509,2026-05-24,1756,68,1,725.47,1.0,725.47,线上APP,已退款
186,498,2026-05-13,485,69,2,905.95,0.9,1630.71,线上APP,已支付
186,498,2026-05-13,485,148,1,51.73,0.9,46.56,线上APP,已支付
186,498,2026-05-13,485,86,4,408.61,0.9,1471.0,线上APP,已支付
186,498,2026-05-13,485,159,5,22.19,0.9,99.86,线上APP,已支付
186,498,2026-05-13,485,162,2,21.26,1.0,42.52,线上APP,已支付
187,126,2025-05-06,1682,82,1,441.65,1.0,441.65,线上APP,已支付
